Author,Title,Polish,English
Kwiat Jabłoni,Maska,"Przyklejasz czoło do szyby
Po drugiej stronie jest lepszy świat
Twoje jest życie na niby
Za szybą przyjemny wieje wiatr

Znów się dobijam do Ciebie
Ktoś inny w końcu otwiera drzwi
Znów jesteś w nie swoim ciele
Uśmiech na twarzy mi mówi, że to nie Ty

Że to nie ty...

[Ref]
Pokaż prawdziwą twarz, możesz być kim jesteś
Bać się zmian i długo spać
Nie udowodnisz mi, że możesz wygrać
Chociaż na grę już nie masz sił

Tworzysz o sobie opowieść
Przed Tobą stoi świetlisty cel
Czas już nie krąży po kole
Zdobywasz szczyt i nie cofniesz się

Próbuję spojrzeć Ci w oczy
Daleko za nimi widzę Cię
Skryty za pewnością siebie
Boisz się, że zaraz wszystko rozsypie się

Rozsypie się...

[Ref]
Pokaż prawdziwą twarz, możesz być kim jesteś
Bać się zmian i długo spać
Nie udowodnisz mi, że możesz wygrać
Chociaż na grę już nie masz sił

Pokaż prawdziwą twarz, możesz być kim jesteś
Bać się zmian i długo spać
Nie udowodnisz mi, że możesz wygrać

Nie wiesz kim jesteś
Choć swoje imię dobrze znasz
Nie wiesz co czujesz
Choć serce pali się i drga
Nie znasz swych myśli
Choć nie śpisz przez nie całą noc
To wszystko w środku, bo za maską chowasz drugie dno","[Title: The Mask]
You stick your forehead to the glass
A better world is on the other side
Your life's a sham
Behind the glass is a lovely breeze

Once more, I'm banging at your door
Somebody else opens up in the end
You're not in your body again
The smiling face tells me it's not you

It's not you...

[Chorus]
Show me your true face, you can be yourself
Be afraid of change and sleep a lot
You can't prove that you can win
Even though you're to tired to play

You're writing your story
A shining purpose ahead of you
Time's stopped going in circles
You reach the peak and you won't go back

I'm trying to stare into your eyes
I can see you deep inside
Shrouded behind a wall of self-confidence
Afraid it'll soon all come crashing down

Come crashing down...

[Chorus]
Show me your true face, you can be yourself
Be afraid of change and sleep a lot
You can't prove that you can win
Even though you're to tired to play

Show me your true face, you can be yourself
Be afraid of change and sleep a lot
You can't prove that you can win

You don't know yourself
Even though you know your your name
You don't know what you're feeling
Even though your heart's beating burningly
You don't know your thoughts
Even though you can't sleep through the night
All of it on the inside, 'cause you're hiding your true colors behind a mask"
Kwiat Jabłoni,Miasto Slonca,"Dzień w dobrym tempie mija, 
Oczy w świat wbijam, co przemija jak dobry film
Niewinny czarodziej leci witać się z chmurami
Brudny chodnik, kilkanaście kilometrów pod trampkami
Zbieram okruchy dnia, łączę wszystkie w całość
Słońce świeci dzisiaj dla mnie jak co rano

Chodź, pokażę ci kolor mego szczęścia
Dziś, palącym słońcem Śródmieścia
Zbudujemy piramidę z marzeń
Otwórz oczy na świat, zwiedzimy go razem
Zwiedzimy go razem, zwiedzimy go razem, 
Zwiedzimy go razem

Zmęczone twarze wagą nocy
Trochę się boją, stawiając niepewny krok
Zestaw myśli, nawet te dzikie i szalone
Tak już jest, kiedy wywijasz sumienie na drugą stronę
I czujesz spokój, mimo wszystko i trwasz
A słońce wysyła szczęście do Ciebie, patrzy w Twoją twarz

Chodź, pokażę ci kolor mego szczęścia
Dziś, palącym słońcem Śródmieścia
Zbudujemy piramidę z marzeń
Otwórz oczy na świat, zwiedzimy go razem, Zwiedzimy go razem, zwiedzimy go razem, 
Zwiedzimy go razem

Ten dzień jest tylko dla mnie, gdy cały świat pójdzie spać
Zrobię wszystko, by nie skończył się zwyczajnie
Dziś tylko dla mnie - prywatny plac zabaw
Moje miasto słońca

Chodź, pokażę ci kolor mego szczęścia
Dziś, palącym słońcem Śródmieścia
Zbudujemy piramidę z marzeń
Otwórz oczy na świat, zwiedzimy go razem
Zwiedzimy go razem, zwiedzimy go razem
Zwiedzimy go razem","Thw day goes by at a good tempo
I turn my eyes to the world, which passes like a good film
An innocent enchanter flies to greet the clouds
Dirty pavement a few dozen kilometers below my trainers

I take the pieces of the day, bring them together in their entirety
The sun shines today on me as it does each day

(Chorus)
Come, show me the colour of your happiness
Today, with the burning sun of the city center
We will build a pyramid of dreams
Open your eyes to the world, we will see it together (X4)

The nights weigh tired faces
I'm a bit afraid, taking an uncertain step
A collection of thoughts, even the strange and crazy
It's already here, when you turn your conscience to the other side
And you feel peace in spite of it all
And you'll endure
And the sun sends you happiness, to see your face

(Chorus)

This day is just for me, when the whole world goes to sleep
I'll do everything so that it might bot end as it always does
Today is just for me--my private playground
My city of sun

(Chorus)"
Kwiat Jabłoni,Moglo Byc Nic,"(na na na na na
na na na na na
na na na na na...
na na na... na na na...
na na na na na
na na na na na
na na na na na...)

Jestem tu zupełnie sam
Choć przed chwilą stałem w tłumie
Leżę pośród czterech ścian
Czuje jakbym w środku topił się

Szary sufit nie chce spaść
Moje ciało nie podniesie mnie
Przecież Ty masz tak jak ja
Że wszystkiego coraz więcej chcesz...
Więcej chcesz...

(Ref)
I to zapiera dech
Że jest coś, a nie nic
Gdy budzisz się
to nadal jesteś Ty
I to zapiera dech
Że obok Ciebie jest ktoś
I że mogło być nic...

A jest wszystko...
A jest wszystko...
Jest wszystko...

Jesteś tu zupełnie sam
Najzwyczajniej w świecie jesteś
Nikt nie czeka na Twój znak
Nikt nie patrzy jak potykasz się

Nie ma fanfar, złotych bram
Barwnych świateł, ciepła tłumu
Piękno da się znaleźć tam
Nawet w ciszy i bezruchu

(Ref)
I to zapiera dech
Że jest coś, a nie nic
Gdy budzisz się
To nadal jesteś Ty
I to zapiera dech
Że obok Ciebie jest ktoś
I że mogło być nic...

I to zapiera dech
Że jest coś, a nie nic
Gdy budzisz się
To nadal jesteś Ty
I to zapiera dech
Że obok Ciebie jest ktoś
I że mogło być nic...

A jest wszystko...
A jest wszystko...
Jest wszystko...

A skoro szarość nie zachwyca
To ilu potrzebujesz barw
Bo chociaż wczoraj zaszło słońce
To nie musi jutro wstać

(Ref)
I to zapiera dech
Że jest coś, a nie nic
Gdy budzisz się
To nadal jesteś Ty
I to zapiera dech
Że obok Ciebie jest ktoś
I że mogło być nic

I to zapiera dech
Że jest coś, a nie nic
Gdy budzisz się
To nadal jesteś Ty
I to zapiera dech
Że obok Ciebie jest ktoś
I że mogło być-

A jest wszystko...
A jest wszystko...
Jest wszystko...

(na na na na na
na na na na na
na na na na na...
na na na... na na na...
na na na na na
na na na na na
na na na na na...
na na na... na na na...
na na na na na
na na na na na
na na na na na...
na na na... na na na...
na na na na na
na na na na na
na na na... na na na...
na na na...)","(nah nah nah nah nah
nah nah nah nah nah
nah nah nah nah nah...
nah nah nah... nah nah nah...
nah nah nah nah nah
nah nah nah nah nah
nah nah nah nah nah...)

I'm here all alone
Yet moments ago I was surrounded by a crowd
Lying down, surrounded by four walls
Feeling as if I'm drowning on the inside

The grey ceiling just won't collapse
My body will not pick me up
But you're just like me
In that you only want more and more...
Want more and more...

(Chorus)
And it takes your breath away,
that there's anything at all
When you wake up, 
that you're still yourself
And it takes your breath away, 
that there's somebody next to you
And that there could've been nothing at all...

Yet there's everything...
Yet there's everything...
There's everything...

You're here all alone
You simply exist
No one's waiting for your sign
No one sees you stumbling

There's no fanfares, no golden gates
No colorful light, no warmth of the crowd
Beauty can be found
Even in quiet serenity

(Chorus)
And it takes your breath away,
that there's anything at all
When you wake up, 
that you're still yourself
And it takes your breath away, 
that there's somebody next to you
And that there could've been nothing at all...

And it takes your breath away,
that there's anything at all
When you wake up, 
that you're still yourself
And it takes your breath away, 
that there's somebody next to you
And that there could've been nothing at all...

Yet there's everything...
Yet there's everything...
There's everything...

And since the grayness isn't trilling
How many colors do you need
And although the sun has gone down yesterday
It doesn't mean it'll rise back up

(Chorus)
And it takes your breath away,
that there's anything at all
When you wake up, 
that you're still yourself
And it takes your breath away, 
that there's somebody next to you
And that there could've been nothing at all...

And it takes your breath away,
that there's anything at all
When you wake up, 
that you're still yourself
And it takes your breath away, 
that there's somebody next to you
And that there could've been nothing at all...

Yet there's everything...
Yet there's everything...
There's everything...

(nah nah nah nah nah
nah nah nah nah nah
nah nah nah nah nah...
nah nah nah... nah nah nah...
nah nah nah nah nah
nah nah nah nah nah
nah nah nah nah nah...
nah nah nah... nah nah nah...
nah nah nah nah nah
nah nah nah nah nah
nah nah nah nah nah...
nah nah nah... nah nah nah...
nah nah nah nah nah
nah nah nah nah nah
nah nah nah... nah nah nah...
nah nah nah...)"
Kwiat Jabłoni,Mowie Ci  Ze,"Mówisz o pokoju
Czy Ty nie widzisz, że
Są tacy, którzy chcą, żebyśmy
Pozabijali się
Żebym ja zabił Ciebie
Żebyś Ty zabiła mnie
Żebyśmy żyli w strachu
Całe noce i całe dnie

Mówisz o miłości
Czy Ty nie widzisz, że
Są tacy, którzy chcą, żebyśmy
Nienawidzili się
I mówisz o wolności
Przecież musisz wiedzieć, że
Każdy z nas jest niewolnikiem
Czy tego chcesz, czy nie

Mówię Ci, że
Mówię Ci, że
Mówię Ci, że
Jedyne wyjście
Obudzić się

Mówisz o pokoju
Czy Ty nie widzisz, że
Są tacy, którzy chcą, żebyśmy
Pozabijali się","You talk about peace
Can't you see that
there are those who want us
to kill each other
For me to kill you
For you to kill me
For us to live in fear
all nights and days through

You talk about love
Can't you see that
there are those who want us
to hate each other
And you talk about freedom
But you ought to know that
every one of us is a slave
whether you want it or not

I'm telling you that
I'm telling you that
I'm telling you that
the only exit
is to wake up

You talk about peace
Can't you see that
there are those who want us
to kill each other"
Kwiat Jabłoni,Nic Wiecej,"Patrzę w niebo lecz miasto się odbija w nim
Czas szybko płynie, wyścigi wyznaczają rytm
A wszyscy dookoła spadają w górę na sam szczyt
W złotych maskach zapominamy kto jest kim, kto jest kim

Tak wiele do zdobycia świat daje dziś
Tak mało potrzebujesz, żeby co dzień cieszyć się nim
Tak wiele do zdobycia świat daje i
Chcę tylko spojrzeć w twoje oczy i już więcej nic nie potrzeba mi

Patrzę w księżyc, tak blisko zdaje się być mnie
Mgła pod nogami, a góry rozmazują się
A teraz zamknę oczy, pomyślę, że tak mogę wiecznie trwać
I że do tej pory tylko tlenu było braku, tlenu brak

Tak wiele do zdobycia świat daje dziś
Tak mało potrzebujesz, żeby co dzień cieszyć się nim
Tak wiele do zdobycia świat daje i
Chcę tylko spojrzeć w twoje oczy i już więcej nic nie potrzeba mi

A-a-a-ah, a-a-ah
A-a-a-ah, a-a-ah

Tak wiele do zdobycia świat daje dziś
Tak mało potrzebujesz, żeby co dzień cieszyć się nim
Tak wiele do zdobycia świat daje i
Chcę tylko spojrzeć w twoje oczy i już więcej nic nie potrzeba
Tak wiele do zdobycia świat daje i
Chcę tylko spojrzeć w twoje oczy i już więcej nic nie potrzeba mi","I look into the sky but see a city's reflection,
Time flies, the race sets the rhythm
Everyone around is falling up to the top
In their gold masks we forget who they are, who they are

There is so much to gain from the world today
You need so little to enjoy it every day
There is so much to gain from the world and
I just want to look in your eyes and I don't need anything else

I look at the moon, it seems so close to me
There's fog around my feet, and the mountains are blurry
And now I'll close my eyes, to think I could stay like this forever. And all I was missing was the air to breathe.

There is so much to gain from the world today
You need so little to enjoy it every day
There is so much to gain from the world and
I just want to look in your eyes and I don't need anything else"
Kwiat Jabłoni,Nie Ma Czasu,"Z oddali patrzę, poważny mam wzrok
Bo to co było słusznie odchodzi
Kiedy podchodzę, wtedy już wiem
Wiem z czym na zawsze człowiek się rodzi

Z tym, że jest radość w sercu dziecięca
I że chcesz wierzyć w to, czego nie ma
Że kiedy pierwszy zapada zmrok
Boisz się ruchu własnego cienia

A przecież byliśmy już tak daleko
Przecież byliśmy już tak daleko

Bo nie ma czasu na więcej
Nie ma czasu, bo przecież
Słońce znów wstaje, a ja nie odróżniam dni od lat
Słonce znów wstaje, a ja nie odróżniam dni od lat 

I znowu stoję na pół przecięta
Powraca, co było już tylko we śnie
Ta sama trwoga jest niepojęta
To samo szczęście, jasność jak wcześniej

Krok co pewny był, chwiejny się staje
Przypomina się serce ciężkie
Dalekie bliskie się teraz wydaje
Co było małe znowu jest wielkie

A przecież byliśmy już tak daleko
A przecież byliśmy już tak daleko

Bo nie ma czasu na więcej
Nie ma czasu, bo przecież
Słońce znów wstaje, a ja nie odróżniam dni od lat
Słonce znów wstaje, a ja nie odróżniam dni od lat

[♫♫♫]

Bo nie ma czasu na więcej
Nie ma czasu, bo przecież
Słońce znów wstaje, a ja nie odróżniam dni od lat
Słonce znów wstaje, a ja nie odróżniam dni od lat

Bo nie ma czasu na więcej
Nie ma czasu, bo przecież
Słońce znów wstaje, a ja nie odróżniam dni od lat
Słonce znów wstaje, a ja nie odróżniam dni od lat","From afar I'm looking, I've serious sight
'Cause this what was is fairly going away
When I'm approaching then I know
I know with what humans is birth for always

With childish happiness in heart
And you want to belive in what is not there
And, when it's getting dark,
You're fearing of motion your own shadow

But we were so far away
But we were so far away

'Cause there is no time for more
There is no time, cause 
Sun's rising again, and I don't distinguish between days and years
Sun's rising again, and I don't distinguish between days and years

And again I'm standing cut in half
Is reappear what was only in dreams
The same anxiety is inconceivable
The same happiness, clarity like before

Step what was steady is getting stagger
Is bringing back a heavy heart
What was far is seem close now
What was small is large again 

But we were so far away
But we were so far away

'Cause there is no time for more
There is no time, cause 
Sun's rising again, and I don't distinguish between days and years
Sun's rising again, and I don't distinguish between days and years 

'Cause there is no time for more
There is no time, cause 
Sun's rising again, and I don't distinguish between days and years
Sun's rising again, and I don't distinguish between days and years 

'Cause there is no time for more
There is no time, cause 
Sun's rising again, and I don't distinguish between days and years
Sun's rising again, and I don't distinguish between days and years"
Kwiat Jabłoni,Nie Ma Mnie,"Siebie nie rozumiem, gdy mam przed sobą pustkę
W Tobie rozpoznaje się, jesteś moim lustrem
Czy jak opuszczę Cię, będzie mnie tu trochę mniej?
I czy jak zostanę sam, nie rozerwie mi się świat?

[Ref]
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)

Stoimy razem, bo boimy się innego
Im bliżej siebie, tym bardziej przeciw niemu
Tak mało trzeba, by przestało bić mu serce
Gdy tylko dzielisz świat, na nas i na resztę

[Ref]
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)

Gdy mówisz, splatam się z Tobą w mojej głowie
Idziemy dalej, wspinamy się po sobie
Wiem, że gdy zostawię Cię, będzie mnie tu znacznie mniej
I że gdy zostanę sam, to rozerwie mi się świat

[Ref]
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)

Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)

Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)
Nie ma mnie, nie ma mnie (kiedy Ciebie nie ma)
Ja bez Ty, Ty bez ja (jest nie do pomyślenia)","[Title: I'm not here]
I don't understand myself, staring at the emptiness
You're my mirror, I can see my reflection
And when I leave you, will there be less of me out here?
And when I'm left alone, will my world not come apart?

[Chorus]
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)

We're standing together, afraid of what's out there
The closer we are, the more against him
It'll take so little till his heart stops beating
When you're separating us from others

[Chorus]
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
Me without you, you without me (it's inconceivable)
Me without you, you without me (it's inconceivable)

When you're speaking, I'm getting tangled up with you in my mind
We're going further, we're climbing each other
I know that when I leave you there will be so much less of me out here
And when I'm left alone, my world will come apart

[Chorus]
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)

I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)

Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)
I'm not here, I'm not here (without you there)
Me without you, you without me (it's inconceivable)"
Kwiat Jabłoni,Hot16Challenge2,"To jest nasz pierwszy raz w życiu,
Nigdy nie było tak jeszcze,
Tak, że oboje piszemy jeden tekst.
Już dwa miesiące w ukryciu,
Ten sam jest obiad i przestrzeń.
Dzielimy te same myśli, więc słowa też.
Każdego dnia, każdej nocy
Ta jedna myśl, a nie tysiąc:
Co byłoby gdyby nie było tego, co było.
Nie mamy specjalnych mocy,
Ale możemy przysiąc,
Że tak na życie się wcześniej nie patrzyło.

Mamy tylko tu i teraz.
Brakuje słów, zaczniemy od zera.
Tu i teraz.
Brakuje słów, zaczniemy od zera.
Tu i teraz.
Brakuje słów, zaczniemy od zera.

Nominujemy Jacka Stachurskiego,
Jurka Owsiaka, Sorry Boys, naszego Starego.
Jacka Stachurskiego,
Jurka Owsiaka, Sorry Boys, naszego Starego.","That's the first time in our lives
It never happened before
That the both of us are writing the same lyrics
Two months, already, we're hidden
It's the same dinner and and same space
Sharing the same thoughts, our words, too, are the same
Every single day and night
That single thought, not a thousand
What would've happened if what happened hadn't have happened
We don't have special powers
But we can promise you this
This isn't how one used to look at life before now

We've only got here and now
For the lack of words, we'll start from scratch
Here and now
For the lack of words, we'll start from scratch
Here and now
For the lack of words, we'll start from scratch

We nominate Jacek Stachursky,
Jurek Owsiak, Sorry Boys, our Old Man.
Jacek Stachursky,
Jurek Owsiak, Sorry Boys, our Old Man."
Kwiat Jabłoni,Bankiet,"To tylko kolejny uścisk dłoni
Pod stołem by nikt nie widział
To tylko kolejne słowa
Padły by nikt nie usłyszał

A Ty jesteś spokojny i tak
Jak zawsze od lat na raz
Stajesz się wolny na dwa
Oślepniesz na świat

Jesteś kolejną twarzą
Daleko na końcu bankietu
Płyniesz cicho jak rzeka
Z rozpędu trafiasz do celu

[Ref]
Tylko nie przegap dnia
Jak gwiazdy spadające
I nie przegap dnia
Znika na horyzoncie

Nie przegap dnia
Jak gwiazdy spadające
I nie przegap dnia
Znika na horyzoncie

Mówisz, że takie są czasy
I od nas nic nie zależy
Żadne z nas nic nie znaczy
Każdy ruch w pustkę uderzy

A Ty jesteś spokojny i tak
Jak zawsze od lat na raz
Staniesz się wolny na dwa
Oślepniesz na świat

Jesteś kolejną twarzą
Daleko na końcu bankietu
Płyniesz cicho jak rzeka
Z rozpędu trafiasz do celu

[Ref]
Tylko nie przegap dnia
Jak gwiazdy spadające
I nie przegap dnia
Znika na horyzoncie

Nie przegap dnia
Jak gwiazdy spadające
I nie przegap dnia
Znika na horyzoncie

Nie przegap dnia
Jak gwiazdy spadające
I nie przegap dnia
Znika na horyzoncie

Nie przegap dnia
Jak gwiazdy spadające
I nie przegap dnia
Znika na horyzoncie","[Title: The Banquet]
It's just another handshake
Under the table so that nobody sees it
It's just another words
Spoken so that nobody hears it

And you compose yourself anyway
On one, as you've always done before
Freeing yourself, on two
Losing sight of what's around you

You're just another face
Deep at the back of the banquet
Flowing silently like a river
The momentum brings you to your target

[Chorus]
Just don't let the day slip through your fingers
Like the falling stars
And don't let the day slip through your fingers
It's disappearing on the horizon

Don't let the day slip through your fingers
Like the falling stars
And don't let the day slip through your fingers
It's disappearing on the horizon

You're saying it's the times we're living in
It's all out of our control
We don't have any meaning
All our struggles will come to nothing

And you compose yourself anyway
On one, as you've always done before
Freeing yourself, on two
Losing sight of what's around you

You're just another face
Deep at the back of the banquet
Flowing silently like a river
The momentum brings you to your target

[Chorus]
Just don't let the day slip through your fingers
Like the falling stars
And don't let the day slip through your fingers
It's disappearing on the horizon

Don't let the day slip through your fingers
Like the falling stars
And don't let the day slip through your fingers
It's disappearing on the horizon

Don't let the day slip through your fingers
Like the falling stars
And don't let the day slip through your fingers
It's disappearing on the horizon

Don't let the day slip through your fingers
Like the falling stars
And don't let the day slip through your fingers
It's disappearing on the horizon"
Kwiat Jabłoni,Buka 1,"W dolinie spokój
A w niej wreszcie mieszkam ja
Świat mam na oku
I taki już jest od lat

I pytasz czemu na trawie jest szron
I skąd nadchodzi czarny front
Chmur, które idą do nas
Wiatr wieje ze wszystkich stron
Lepiej zamknę drzwi

Wiem, że nie ma nic gorszego niż Buka
Mówi, że wróci, ale nie wiesz kiedy
I stanie pod domem, bo siebie się nie da oszukać
Strach jest ten sam, jak wtedy

Wyglądam przez okno
Raczej nie przyszedł nikt
Ale podobno
Nie wszystko widać gdy...

Na szybach i na trawie jest szron
Gdy nadchodzi czarny front
Chmur, które idą do nas
Wiatr wieje ze wszystkich stron
Lepiej zamknę drzwi

Wiem, że nie ma nic gorszego niż Buka
Mówi, że wróci, ale nie wiesz kiedy
I stanie pod domem, bo siebie się nie da oszukać
Strach jest ten sam, jak wtedy

Wiem, że nie ma nic gorszego niż Buka
Mówi, że wróci, ale nie wiesz kiedy
I stanie pod domem, bo siebie się nie da oszukać
Strach jest ten sam, jak wtedy

Po tylu latach wiem już na pewno
Że kiedy przyjdzie jasne będzie jedno
Złe myśli nie były tego warte
Zostawię drzwi otwarte","It's quiet in the valley
And I live down there at last
I keep an eye out on the world
And it's been like this for years now

And you ask me why there's frost on the grass
and where's the black front coming from
of the clouds coming toward us
The wind's blowing from all sides
I'd better close the door

I know there's nothing more scary than the Groke
She says she'll be back but you don't know when
and she will stand outside the house 'cause you can't lie to yourself
The fear is the same as back then

I look out the window
I don't think anyone came
But allegedly
not all can be seen when...

there's frost on the window panes and the grass
When the black front is coming
of the clouds coming toward us
The wind's blowing from all sides
I'd better close the door

I know there's nothing more scary than the Groke
She says she'll be back but you don't know when
and she will stand outside the house 'cause you can't lie to yourself
The fear is the same as back then

I know there's nothing more scary than the Groke
She says she'll be back but you don't know when
and she will stand outside the house 'cause you can't lie to yourself
The fear is the same as back then

After all these years what I know for certain
is that when she comes, one thing will be clear
The bad thoughts were never worth it
I'll leave my door open"
Kwiat Jabłoni,Byle Jak,"Latami pracuje ciężko
Tnąc gałąź, na której ciągle siedzi sam
Dni co raz szybciej biegną
Lecz jeszcze dzisiaj nie sięgnie dna

Jesteś dla niego przestrzenią
Popisów polem i miejscem ważnych spraw
Gdy spadnie będzie pewien
Nie byłaś polem a celem

Jak mam obronić ziemię i jak walczyć nie wiem
I wszystko robię byle jak
Byle jak, byle jak, byle jak
Byle jak, byle jak, byle jak
Byle jak, byle jak, byle jak

Myślał, że zna Cię na wylot
Że da się zmierzyć Cię według jego praw
Zważyć i wycenić wszystko
Co znajdzie pośród słońc i traw

Samego siebie wyprzedzał
Myślał, że idzie po Tobie by znaleźć dom
Nigdy tego nie pojął
Nie szedł po Tobie, lecz z Tobą

Jak mam obronić ziemię, kiedy mam wrażenie
Że bronić będę całkiem sam
Całkiem sam, całkiem sam, całkiem sam
Całkiem sam, całkiem sam, całkiem sam
Całkiem sam, całkiem sam, całkiem sam
Całkiem sam, całkiem sam, całkiem sam

Jak mam bronić Ciebie, gdy jak walczyć nie wiem?
Jak mam bronić Ciebie?
Jak mam bronić Ciebie, gdy jak walczyć nie wiem?
Jak mam bronić Ciebie?
Jak mam bronić Ciebie?
Jak mam bronić Ciebie?
Jak mam bronić Ciebie, gdy jak walczyć nie wiem?
Jak mam bronić Ciebie?
Jak mam bronić Ciebie?
Jak mam bronić Ciebie?

Byle jak
Całkiem sam
Byle jak
Całkiem sam
Byle jak, byle jak, byle jak
Całkiem sam, całkiem sam, całkiem sam
Byle jak, byle jak, byle jak
Całkiem sam, całkiem sam, całkiem sam (Ej!)","[Title: Sloppily]
Throughout the years he's been working hard
Sawing off the branch he's been sitting on
The days are fleeting ever so quicker
But today's not the day he hits the bottom

He sees you as an expanse
A place to show off and for matters of great importance
When he falls down he'll know
You weren't a place, but the purpose

How can I stand my ground and how can I fight, I wonder
And I'm doing everything sloppily
Sloppily, sloppily, sloppily
Sloppily, sloppily, sloppily
Sloppily, sloppily, sloppily

He thought he could see through you
That he could measure you by his standards
Weigh and appraise everything
He'll find among the suns and grasses

He's been rushing himself
Thinking he's following you to find a home
He's never understood
He's been walking alongside you this whole time

How can I stand my ground, when I get the feeling
I'll be standing on my own
On my own, on my own, on my own
On my own, on my own, on my own
On my own, on my own, on my own
On my own, on my own, on my own

How can I guard you, when I don't know how to fight?
How can I guard you?
How can I guard you, when I don't know how to fight?
How can I guard you?
How can I guard you?
How can I guard you?
How can I guard you, when I don't know how to fight?
How can I guard you?
How can I guard you?
How can I guard you?

Sloppily
On my own
Sloppily
On my own
Sloppily, sloppily, sloppily
On my own, on my own, on my own
Sloppily, sloppily, sloppily
On my own, on my own, on my own (Hey!)"
Kwiat Jabłoni,Byl Tam Gdzie Byl,"Nieważne jak, nieważne gdzie
On zawsze był z kimś
Zawsze był z kimś on

Wysoko w górach czy na dnie
On nigdy nie był sam
Nigdy nie był sam, nie

Mniej więcej tam, gdzie splot słoneczny
Był ktoś i budził go
Co dzień budził go ze snu
Gdy tylko ciszy było więcej
Wtedy zaczynał czuć
Że jest ich w sumie dwóch
Że jest ich w sumie dwóch

Ucieka, kiedy tylko się da
Chociaż nie ma szans
Biega szybciej, niż biegnie on sam
Przed sobą ukryć się nie ma jak
On był zawsze tam, gdzie był ze sobą

Czasami w nocy nie mógł spać
Siedział przy oknie i szukał wzrokiem nowych miejsc
Wyjedzie stąd jak przyjdzie czas
I w końcu będzie tam
Bez tego, co mu robi źle

Mniej więcej tam, gdzie patrzył wtedy
Znalazł swój nowy dom
W którym miał się dobrze czuć
Teraz przy nowym oknie siedzi
I coraz częściej stare myśli przychodzą
Stare myśli przychodzą

[x2]:
Ucieka, kiedy tylko się da
Chociaż nie ma szans
Biega szybciej, niż biegnie on sam
Przed sobą ukryć się nie ma jak

On był zawsze tam, gdzie był ze sobą
On był zawsze tam, gdzie był ze sobą
On był zawsze tam, gdzie był ze sobą
On był zawsze tam, gdzie był ze sobą

On był zawsze tam, gdzie był ze sobą",
